"No.","Time","Source","Destination","Protocol","Length","Info"
"413","25.399978","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","1466","Server Hello, Change Cipher Spec, Application Data"
"414","25.399978","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","1466","Application Data"
"415","25.399978","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","461","Application Data"
"416","25.400203","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51820  >  443 [ACK] Seq=295 Ack=3172 Win=262144 Len=0"
"417","25.402977","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","138","Change Cipher Spec, Application Data"
"418","25.403940","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","154","Application Data"
"419","25.404114","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","231","Application Data"
"420","25.463771","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","245","Application Data"
"421","25.463771","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","148","Application Data"
"422","25.463771","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","186","Application Data"
"423","25.463985","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51820  >  443 [ACK] Seq=596 Ack=3529 Win=261632 Len=0"
"424","25.464778","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","105","Application Data"
"429","25.480135","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","86","51821  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"431","25.530990","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","86","443  >  51821 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM WS=256"
"432","25.531144","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51821  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"433","25.532081","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","355","Client Hello"
"434","25.552975","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51820 [ACK] Seq=3529 Ack=627 Win=67840 Len=0"
"435","25.584287","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51821 [ACK] Seq=1 Ack=282 Win=66816 Len=0"
"436","25.584287","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","1466","Server Hello, Change Cipher Spec, Application Data"
"437","25.584287","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","1466","Application Data"
"438","25.584287","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","462","Application Data"
"439","25.584546","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51821  >  443 [ACK] Seq=282 Ack=3173 Win=262144 Len=0"
"440","25.586230","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","138","Change Cipher Spec, Application Data"
"441","25.586993","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","154","Application Data"
"442","25.587196","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","308","Application Data"
"443","25.637508","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51821 [ACK] Seq=3173 Ack=426 Win=66816 Len=0"
"444","25.637764","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","245","Application Data"
"445","25.637892","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51821  >  443 [ACK] Seq=660 Ack=3344 Win=261888 Len=0"
"446","25.638537","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","148","Application Data"
"447","25.638618","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51821  >  443 [ACK] Seq=660 Ack=3418 Win=261888 Len=0"
"448","25.638831","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","118","Application Data"
"449","25.638871","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51821  >  443 [ACK] Seq=660 Ack=3462 Win=261632 Len=0"
"450","25.639009","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.3","105","Application Data"
"451","25.643689","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","1466","443  >  51821 [ACK] Seq=3462 Ack=660 Win=67840 Len=1392 [TCP segment of a reassembled PDU]"
"452","25.643689","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","1322","Application Data, Application Data"
"453","25.643880","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51821  >  443 [ACK] Seq=691 Ack=6102 Win=262144 Len=0"
"454","25.726542","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51821 [ACK] Seq=6102 Ack=691 Win=67840 Len=0"
"455","26.120685","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","204","Application Data"
"458","26.122742","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","174","Application Data"
"459","26.175529","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51770 [ACK] Seq=2014 Ack=814 Win=296 Len=0"
"461","26.187274","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","193","Application Data"
"463","26.189490","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","170","Application Data"
"465","26.264260","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","194","Application Data"
"467","26.267283","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","169","Application Data"
"468","26.355218","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51770 [ACK] Seq=2253 Ack=1005 Win=296 Len=0"
"495","28.593839","10.0.0.7","199.232.82.132","TCP","55","51785  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU]"
"496","28.640799","199.232.82.132","10.0.0.7","TCP","66","443  >  51785 [ACK] Seq=1 Ack=2 Win=290 Len=0 SLE=1 SRE=2"
"497","28.786493","10.0.0.7","146.75.58.217","TCP","55","51784  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP segment of a reassembled PDU]"
"498","28.861335","146.75.58.217","10.0.0.7","TCP","66","443  >  51784 [ACK] Seq=1 Ack=2 Win=298 Len=0 SLE=1 SRE=2"
"502","29.202920","10.0.0.7","20.199.120.182","TLSv1.2","98","Application Data"
"503","29.268199","20.199.120.182","10.0.0.7","TLSv1.2","229","Application Data"
"504","29.314434","10.0.0.7","20.199.120.182","TCP","54","61001  >  443 [ACK] Seq=45 Ack=176 Win=514 Len=0"
"519","36.261148","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","194","Application Data"
"521","36.263070","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","169","Application Data"
"523","36.309863","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51770 [ACK] Seq=2373 Ack=1100 Win=296 Len=0"
"526","36.827781","34.85.166.233","10.0.0.7","TLSv1.2","82","Application Data"
"527","36.828475","10.0.0.7","34.85.166.233","TLSv1.2","86","Application Data"
"528","36.976175","34.85.166.233","10.0.0.7","TCP","56","443  >  51721 [ACK] Seq=84 Ack=96 Win=331 Len=0"
"530","37.923468","34.85.166.233","10.0.0.7","TLSv1.2","81","Application Data"
"531","37.924866","10.0.0.7","34.85.166.233","TLSv1.2","85","Application Data"
"532","38.073409","34.85.166.233","10.0.0.7","TCP","56","443  >  51721 [ACK] Seq=111 Ack=127 Win=331 Len=0"
"533","38.553958","10.0.0.7","20.93.28.56","TCP","55","63908  >  443 [ACK] Seq=1 Ack=1 Win=516 Len=1 [TCP segment of a reassembled PDU]"
"534","38.631437","20.93.28.56","10.0.0.7","TCP","66","443  >  63908 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"557","41.129515","10.0.0.7","13.226.2.52","TCP","55","51773  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU]"
"558","41.141420","13.226.2.52","10.0.0.7","TCP","66","443  >  51773 [ACK] Seq=1 Ack=2 Win=136 Len=0 SLE=1 SRE=2"
"563","42.631696","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","144","Application Data"
"564","42.678892","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51770 [ACK] Seq=2373 Ack=1170 Win=296 Len=0"
"565","42.766051","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","146","Application Data"
"578","42.810244","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TCP","74","51770  >  443 [ACK] Seq=1170 Ack=2445 Win=514 Len=0"
"590","43.290338","10.0.0.7","107.178.240.159","TCP","55","51787  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU]"
"591","43.300442","107.178.240.159","10.0.0.7","TCP","66","443  >  51787 [ACK] Seq=1 Ack=2 Win=332 Len=0 SLE=1 SRE=2"
"618","45.534541","10.0.0.7","20.93.28.56","TCP","55","[TCP Keep-Alive] 63905  >  443 [ACK] Seq=1 Ack=1 Win=516 Len=1"
"619","45.621889","20.93.28.56","10.0.0.7","TCP","66","[TCP Keep-Alive ACK] 443  >  63905 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"631","47.428865","10.0.0.7","13.248.151.210","TCP","55","[TCP Keep-Alive] 63770  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1"
"632","47.509566","13.248.151.210","10.0.0.7","TCP","66","[TCP Keep-Alive ACK] 443  >  63770 [ACK] Seq=1 Ack=2 Win=129 Len=0 SLE=1 SRE=2"
"635","48.004232","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","194","Application Data"
"636","48.007093","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a03:2880:f242:c8:face:b00c:0:167","TLSv1.2","169","Application Data"
"637","48.054519","2a03:2880:f242:c8:face:b00c:0:167","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51770 [ACK] Seq=2565 Ack=1265 Win=296 Len=0"
"638","48.057378","10.0.0.7","15.197.213.252","TCP","55","[TCP Keep-Alive] 63394  >  443 [ACK] Seq=84 Ack=41 Win=513 Len=1"
"639","48.133158","15.197.213.252","10.0.0.7","TCP","66","[TCP Keep-Alive ACK] 443  >  63394 [ACK] Seq=41 Ack=85 Win=129 Len=0 SLE=84 SRE=85"
"640","48.159895","10.0.0.7","15.197.213.252","TCP","55","[TCP Keep-Alive] 63903  >  443 [ACK] Seq=1 Ack=1 Win=515 Len=1"
"641","48.237014","15.197.213.252","10.0.0.7","TCP","66","[TCP Keep-Alive ACK] 443  >  63903 [ACK] Seq=1 Ack=2 Win=114 Len=0 SLE=1 SRE=2"
"642","48.486522","10.0.0.7","140.82.121.6","TCP","55","[TCP Keep-Alive] 51813  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1"
"643","48.548025","140.82.121.6","10.0.0.7","TCP","66","[TCP Keep-Alive ACK] 443  >  51813 [ACK] Seq=1 Ack=2 Win=75 Len=0 SLE=1 SRE=2"
"644","48.636154","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2a00:1450:4028:801::2005","TCP","75","[TCP Keep-Alive] 63768  >  443 [ACK] Seq=1 Ack=1 Win=1024 Len=1"
"645","48.645315","2a00:1450:4028:801::2005","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","86","[TCP Keep-Alive ACK] 443  >  63768 [ACK] Seq=1 Ack=2 Win=3977 Len=0 SLE=1 SRE=2"
"648","49.443891","10.0.0.7","13.248.151.210","TCP","55","[TCP Keep-Alive] 63736  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1"
"649","49.522490","13.248.151.210","10.0.0.7","TCP","66","[TCP Keep-Alive ACK] 443  >  63736 [ACK] Seq=1 Ack=2 Win=162 Len=0 SLE=1 SRE=2"
"658","53.286128","10.0.0.7","76.223.31.44","TCP","55","[TCP Keep-Alive] 63564  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"659","53.363022","76.223.31.44","10.0.0.7","TCP","66","[TCP Keep-Alive ACK] 443  >  63564 [ACK] Seq=1 Ack=2 Win=168 Len=0 SLE=1 SRE=2"
"664","53.850281","10.0.0.7","20.74.47.205","TCP","66","51823  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"665","53.921383","20.74.47.205","10.0.0.7","TCP","66","443  >  51823 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"666","53.921579","10.0.0.7","20.74.47.205","TCP","54","51823  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"667","53.925657","10.0.0.7","20.74.47.205","TLSv1.2","344","Client Hello"
"668","53.998266","20.74.47.205","10.0.0.7","TCP","1465","443  >  51823 [ACK] Seq=1 Ack=291 Win=262144 Len=1411 [TCP segment of a reassembled PDU]"
"669","53.998463","10.0.0.7","20.74.47.205","TCP","54","51823  >  443 [ACK] Seq=291 Ack=1412 Win=260608 Len=0"
"670","53.998808","20.74.47.205","10.0.0.7","TCP","1465","443  >  51823 [ACK] Seq=1412 Ack=291 Win=262144 Len=1411 [TCP segment of a reassembled PDU]"
"671","53.998950","10.0.0.7","20.74.47.205","TCP","54","51823  >  443 [ACK] Seq=291 Ack=2823 Win=262144 Len=0"
"672","53.999418","20.74.47.205","10.0.0.7","TCP","1465","443  >  51823 [ACK] Seq=2823 Ack=291 Win=262144 Len=1411 [TCP segment of a reassembled PDU]"
"673","53.999418","20.74.47.205","10.0.0.7","TLSv1.2","238","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"674","53.999505","10.0.0.7","20.74.47.205","TCP","54","51823  >  443 [ACK] Seq=291 Ack=4418 Win=262144 Len=0"
"675","54.005203","10.0.0.7","20.74.47.205","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"676","54.010581","10.0.0.7","20.74.47.205","TLSv1.2","141","Application Data"
"677","54.070735","20.74.47.205","10.0.0.7","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"678","54.070832","10.0.0.7","20.74.47.205","TCP","54","51823  >  443 [ACK] Seq=536 Ack=4469 Win=261888 Len=0"
"679","54.070999","20.74.47.205","10.0.0.7","TLSv1.2","123","Application Data"
"680","54.071039","10.0.0.7","20.74.47.205","TCP","54","51823  >  443 [ACK] Seq=536 Ack=4538 Win=261888 Len=0"
"681","54.071457","10.0.0.7","20.74.47.205","TLSv1.2","2700","Application Data"
"682","54.071513","10.0.0.7","20.74.47.205","TLSv1.2","92","Application Data"
"683","54.125473","20.74.47.205","10.0.0.7","TCP","60","443  >  51823 [ACK] Seq=4538 Ack=536 Win=261888 Len=0"
"684","54.134411","20.74.47.205","10.0.0.7","TLSv1.2","92","Application Data"
"685","54.134506","10.0.0.7","20.74.47.205","TCP","54","51823  >  443 [ACK] Seq=3220 Ack=4576 Win=261888 Len=0"
"686","54.137558","20.74.47.205","10.0.0.7","TCP","60","443  >  51823 [ACK] Seq=4576 Ack=1976 Win=262400 Len=0"
"687","54.138847","20.74.47.205","10.0.0.7","TCP","56","443  >  51823 [ACK] Seq=4576 Ack=3182 Win=261120 Len=0"
"688","54.170486","20.74.47.205","10.0.0.7","TCP","1465","443  >  51823 [ACK] Seq=4576 Ack=3220 Win=261120 Len=1411 [TCP segment of a reassembled PDU]"
"689","54.170636","10.0.0.7","20.74.47.205","TCP","54","51823  >  443 [ACK] Seq=3220 Ack=5987 Win=262144 Len=0"
"690","54.170770","20.74.47.205","10.0.0.7","TCP","1465","443  >  51823 [ACK] Seq=5987 Ack=3220 Win=261120 Len=1411 [TCP segment of a reassembled PDU]"
"691","54.170770","20.74.47.205","10.0.0.7","TLSv1.2","446","Application Data"
"692","54.170770","20.74.47.205","10.0.0.7","TLSv1.2","92","Application Data"
"693","54.170982","10.0.0.7","20.74.47.205","TCP","54","51823  >  443 [ACK] Seq=3220 Ack=7828 Win=262144 Len=0"
"694","54.722446","10.0.0.7","20.50.73.9","TCP","54","51810  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"695","54.803002","20.50.73.9","10.0.0.7","TCP","60","443  >  51810 [FIN, ACK] Seq=1 Ack=2 Win=2048 Len=0"
"696","54.803106","10.0.0.7","20.50.73.9","TCP","54","51810  >  443 [ACK] Seq=2 Ack=2 Win=1021 Len=0"
"701","54.985599","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TCP","86","51824  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"702","54.995493","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","86","443  >  51824 [SYN, ACK] Seq=0 Ack=1 Win=64800 Len=0 MSS=1432 SACK_PERM WS=128"
"703","54.995641","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TCP","74","51824  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"704","54.998701","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TLSv1.3","351","Client Hello"
"705","55.009260","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51824 [ACK] Seq=1 Ack=278 Win=64640 Len=0"
"706","55.080167","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","1506","Server Hello, Change Cipher Spec, Application Data"
"707","55.080441","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TCP","74","51824  >  443 [ACK] Seq=278 Ack=1433 Win=262144 Len=0"
"708","55.080685","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","1306","[TCP Previous segment not captured] 443  >  51824 [PSH, ACK] Seq=2865 Ack=278 Win=64640 Len=1232 [TCP segment of a reassembled PDU]"
"709","55.080685","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","269","Application Data, Application Data"
"710","55.080838","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TCP","86","[TCP Dup ACK 707#1] 51824  >  443 [ACK] Seq=278 Ack=1433 Win=262144 Len=0 SLE=2865 SRE=4097"
"711","55.080970","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TCP","86","[TCP Dup ACK 707#2] 51824  >  443 [ACK] Seq=278 Ack=1433 Win=262144 Len=0 SLE=2865 SRE=4292"
"712","55.081103","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","1506","[TCP Fast Retransmission] , Application Data"
"713","55.081288","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TCP","74","51824  >  443 [ACK] Seq=278 Ack=4292 Win=262144 Len=0"
"714","55.083569","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TLSv1.3","154","Change Cipher Spec, Application Data"
"715","55.089314","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TLSv1.3","154","Application Data"
"716","55.091584","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TLSv1.3","408","Application Data"
"717","55.091742","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51824 [ACK] Seq=4292 Ack=358 Win=64640 Len=0"
"718","55.097076","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51824 [ACK] Seq=4292 Ack=438 Win=64640 Len=0"
"719","55.098967","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51824 [ACK] Seq=4292 Ack=772 Win=64384 Len=0"
"720","55.172033","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","345","Application Data"
"721","55.172033","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","345","Application Data"
"722","55.172225","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TCP","74","51824  >  443 [ACK] Seq=772 Ack=4834 Win=261376 Len=0"
"723","55.303899","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","135","Application Data"
"724","55.303899","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","105","Application Data"
"725","55.304122","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TCP","74","51824  >  443 [ACK] Seq=772 Ack=4926 Win=261376 Len=0"
"726","55.304316","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TLSv1.3","105","Application Data"
"727","55.311803","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51824 [ACK] Seq=4926 Ack=803 Win=64384 Len=0"
"728","55.450534","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","558","Application Data"
"729","55.450765","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TCP","74","51824  >  443 [ACK] Seq=803 Ack=5410 Win=260864 Len=0"
"734","55.475534","2001:4cd0:dc00:1::d419:458f","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.3","105","Application Data"
"735","55.475905","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2001:4cd0:dc00:1::d419:458f","TCP","74","51824  >  443 [ACK] Seq=803 Ack=5441 Win=260864 Len=0"
"736","55.476833","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2620:1ec:c11::200","TCP","86","51825  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"737","55.487748","2620:1ec:c11::200","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","86","443  >  51825 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM"
"738","55.488074","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2620:1ec:c11::200","TCP","74","51825  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"739","55.489470","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2620:1ec:c11::200","TLSv1.2","349","Client Hello"
"740","55.507128","2620:1ec:c11::200","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51825 [ACK] Seq=1 Ack=276 Win=4194048 Len=0"
"741","55.511797","2620:1ec:c11::200","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","1506","443  >  51825 [ACK] Seq=1 Ack=276 Win=4194048 Len=1432 [TCP segment of a reassembled PDU]"
"742","55.511797","2620:1ec:c11::200","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","1506","443  >  51825 [ACK] Seq=1433 Ack=276 Win=4194048 Len=1432 [TCP segment of a reassembled PDU]"
"743","55.512511","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2620:1ec:c11::200","TCP","74","51825  >  443 [ACK] Seq=276 Ack=2865 Win=262144 Len=0"
"744","55.512778","2620:1ec:c11::200","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","1506","443  >  51825 [ACK] Seq=2865 Ack=276 Win=4194048 Len=1432 [TCP segment of a reassembled PDU]"
"745","55.512778","2620:1ec:c11::200","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","1060","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"746","55.513086","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2620:1ec:c11::200","TCP","74","51825  >  443 [ACK] Seq=276 Ack=5283 Win=262144 Len=0"
"747","55.516898","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2620:1ec:c11::200","TLSv1.2","232","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"748","55.517282","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","2620:1ec:c11::200","TLSv1.2","161","Application Data"
"749","55.529308","2620:1ec:c11::200","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TCP","74","443  >  51825 [ACK] Seq=5283 Ack=521 Win=4193792 Len=0"
"750","55.530580","2620:1ec:c11::200","2a06:c701:46db:1a00:21d9:6346:9b9b:3579","TLSv1.2","416","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
